library_id	predicted_occupancy_CRX	predicted_occupancy_GFI1	predicted_occupancy_MAZ	predicted_occupancy_MEF2D	predicted_occupancy_NDF1	predicted_occupancy_NRL	predicted_occupancy_RORB	predicted_occupancy_RAX	total_occupancy	diversity	info_content
Scramble.28	3.067938540972992	0.07928069357634386	8.880073589956259e-10	3.240097663731304e-11	0.00011010617179324213	0.010180351894351465	0.0004650615043458971	0.021272001960537988	3.1792467570007723	1.0	0.2920958732217923
Scramble.29	2.139577093348727	0.009382879787665454	2.333833234688944e-06	8.325015819700964e-08	9.998132911871753e-10	0.00020280812149573054	0.00115492678516537	0.016296832302264648	2.1666169584285244	1.0	0.06038786276105892
Scramble.30	4.290342583287321	1.6790240147342383e-07	1.339845550772449e-07	2.1694632977399084e-09	2.26990119930462e-06	0.009433724760360574	0.004973668625854911	0.4131902583462168	4.717942808977373	1.0	1.1796717539469193
Scramble.31	0.9505486154563907	4.124614886889913e-12	0.0003147123815434011	3.1268398176339147e-16	7.04386231089491e-09	8.727827039031525e-05	1.1680278832986719e-05	4.830987895623448e-09	0.9509622982661324	1.0	0.000577438359188487
Scramble.32	3.1580285676706374	6.77418894657818e-08	1.683704202523446e-05	8.1579124026703e-05	0.9145734173788809	0.002130813380994018	0.10995921407448575	0.0002279264135999702	4.1850184228265395	2.0	2.244622485548874
Scramble.33	1.7132400158691587	1.4614224707979361e-08	9.528131060995494e-06	1.358322122317959e-10	0.5277203578111491	0.010746103391769853	0.0010324169829652205	0.06563927791600174	2.3183877148521628	2.0	1.0406930341746148
Scramble.34	2.453487771221945	4.423399639497791e-11	1.0692966340319999e-08	7.343223597353692e-14	8.366441712276931e-13	0.010943837190299384	0.00029717715229107995	0.00022785247672229625	2.464956648779368	1.0	0.027437660737433492
Scramble.35	2.9122597464152276	5.0261616245994614e-12	8.25707000375912e-10	1.979245660968931e-10	7.740920764619087e-09	0.004228838968553598	0.23613749702766146	0.19581193293655816	3.3484380241175793	1.0	1.0748980202118383
Scramble.36	2.185299282026825	0.3554415818966194	1.0434222412639545e-08	7.520578959572305e-12	1.9525200104268518e-07	0.028661318280493724	0.0003001475865371053	5.568704014427741e-08	2.5697025911712594	1.0	0.778763550054208
Scramble.37	2.6486842164032263	0.00045523649928728397	2.8303879445201186e-05	4.914622433699225e-07	1.175743804182478e-10	0.001337608542886132	0.0011724459158660768	4.066054140041861	6.71773244286239	2.0	4.784985394814814
Scramble.38	0.7997268262837267	3.6283480994741085e-05	3.055497220982347e-06	1.2403622339131888e-12	0.0013744989133737463	0.18167124538364127	0.0520509534171436	0.13205933010968804	1.1669221930870295	1.0	0.46411368453712587
Scramble.39	0.9857242119445228	0.0006846371321051236	0.2751177120572252	1.251555401205138e-14	2.9111455734113523e-10	6.60712282907036e-05	2.6832724811339763e-06	2.146821374755174e-08	1.2615953373939657	1.0	0.34850151585077926
Scramble.40	2.539158415409349	0.07854019293237126	1.8556917803074592e-05	8.78685237458484e-12	1.5486830806771243e-12	0.002536603879747034	0.01537203327360284	0.0002228089637570591	2.635848611386966	1.0	0.2310334277891511
Scramble.41	1.1171165574156765	5.205551040431811e-05	1.3243425828635224e-07	9.740548913687913e-05	0.00026696581735195253	0.04011018236781118	5.883001390650615e-06	0.0002621873353108417	1.1579113693713405	1.0	0.06198687149335137
Scramble.42	2.392858372785861	1.0997557117214214e-08	4.907309959583595e-09	1.715736068191157e-10	0.0001302295075911544	0.22376274037096208	5.07024440911682e-05	1.5849306152960025e-06	2.6168036461155615	1.0	0.4895736541577965
Scramble.43	1.8756579407287257	0.0006047988729909261	8.478199298575756e-10	0.0004967693633688266	4.238547587987799e-05	0.00021897480856570528	1.1794314954074956	0.00025281794729200223	3.056705183452139	2.0	1.7268916257108717
Scramble.44	2.970704216830807	0.00011850371933549894	9.509640311355026e-10	6.282386592989749e-13	0.0015905034154932002	0.00014249395308433047	0.7931771573229033	8.821629722309308e-07	3.765733758356188	2.0	1.6596726427519997
Scramble.45	3.0221560415671207	0.0011121440452823755	1.3184966055432896e-09	1.8708358711279485e-06	3.1430189212029437e-10	0.31836288072410784	0.06278732760120648	1.4392229450987646	4.843643211505151	2.0	3.758614842498007
Scramble.46	3.74352613606983	0.005362895306967195	7.648585038510013e-05	1.5424299052439803e-09	0.07666033686045852	0.030711403335961007	0.012255399892153703	1.8069657174026554e-05	3.8686107285153595	1.0	0.3599943263504892
Scramble.47	2.0811429109522748	7.473817906220063e-06	0.090855493402354	1.9724230956838896e-08	3.629492632131697e-07	0.01614784943841866	0.0005342604398622089	0.12103341754596432	2.3097217882702745	1.0	0.49295957948894076
Scramble.48	2.119473914503013	0.423194942495719	5.1532374296213406e-11	7.419917012064453e-08	0.0009882255397009054	1.1828489382570753	0.14276328024447377	0.002646494884727963	3.871915870175412	2.0	3.293196029794463
Scramble.49	2.2968657683577796	1.2788866366274683e-07	2.4713032313000274	1.1377054497385246e-14	0.052256045140005154	1.6988637669094702	2.878520945078e-06	5.356554251346434e-05	6.519345383659416	3.0	7.231986685993492
Scramble.50	1.6828738698324721	0.0002508264096380209	4.857740275234335e-09	1.552369124891237e-11	2.49566838795658e-12	0.23973344292999219	0.09176114203523832	0.8356006273362802	2.85021991341938	2.0	2.0030843979080153
Scramble.51	2.5769539617423964	7.0627404455207375e-06	6.846277066409475e-05	2.7295607297607078e-09	7.063015282111148e-07	0.013379329870184154	1.0139183530961713	1.950321264063165e-05	3.604347382463591	2.0	1.8969322929935843
Scramble.52	1.7611994633793457	0.06825472242021317	6.901205372288764e-07	1.5480559016207532e-10	0.9879497619133775	0.04061992765621629	0.010273286023923765	0.0010345385394750722	2.8693323902078944	2.0	1.7528123272648293
Scramble.53	2.4213764764026555	0.0011183413162701846	1.025201933543028e-10	3.732860742854168e-07	0.008037072037086269	0.04237888405429313	4.4575004863252493e-05	0.00023060467870305063	2.4731863268824656	1.0	0.12212055750180803
Scramble.54	1.2657434699488663	2.1491539922224295e-09	8.373067557287577e-10	1.2327131617284072e-10	0.05489073107820747	0.11354053475946513	0.28576628005289834	0.00016497138024685834	1.720105990329416	1.0	0.7321272658508531
Scramble.55	1.385791983750564	1.8925844171129269e-07	4.736687132742731e-07	2.4405211424046966e-13	0.0002547084175283958	0.02664467004524708	0.054192148103907586	1.3002641288594686e-06	1.466885473508775	1.0	0.1412564293810655
Scramble.56	1.4694173601114364	0.7132710516453703	5.332342758720061e-12	5.284453679531432e-12	7.949801168660324e-14	0.5621817287436698	0.0027635701749461157	2.3526116752607956e-05	2.7476572368028713	3.0	2.065864767966996
Scramble.57	5.050405284691626	0.7856553993137985	0.1057692468867954	0.5399559865206198	7.065311083031885e-11	0.4010163668387737	0.013989479008333682	0.0620105322182484	6.958802295548848	3.0	5.73443057078116
Scramble.58	2.7727366239936697	1.5258493423155985e-09	8.418099312155586e-11	4.659366601411647e-07	1.11996254747178e-06	0.027181860520073157	0.5291174428434906	0.030213503871543652	3.3592510187380147	2.0	1.2956605480553258
Scramble.59	1.3657234032208545	4.8246421998005e-05	1.988079751023211	6.674670799260047e-15	4.4586132013363636e-07	0.00024286568012211202	7.182670699300943e-07	0.0010950613007980523	3.3551904917753803	2.0	1.9896124358593212
Scramble.60	1.4224046201010672	0.0005551126181777739	0.0006938089992393171	2.98211351502152e-12	0.007354156023869351	0.017656678318210665	6.345501411451574e-06	0.0048251118515503415	1.4534958334165082	1.0	0.055586010734948045
Scramble.61	0.5155805317947639	4.163052483058773e-08	3.5832982178317676e-06	1.6098136323996158e-14	2.19550488710869e-10	1.0460693150997995	0.0193557606040047	1.5509503182034603e-05	1.5810247421500592	2.0	0.6550826751771084
Scramble.62	2.2425399237240136	0.042101435297424	9.013973363073422e-05	4.335781006813005e-09	0.05848373290939612	0.11299246615663347	0.0008889161707584971	1.3509079416414467e-05	2.457110127407054	1.0	0.4839724169751576
Scramble.63	0.01640264598499923	6.661454259932158e-13	0.0910333975143074	1.1561341097547845e-17	5.065913085204656e-12	5.503273445614145e-05	0.0003850664441169567	5.364435611400335e-09	0.10787614804804742	0.0	0.0033925048392422926
Scramble.64	4.315722830169959	0.1936907107619704	1.561055274433477e-12	1.639678308403268e-08	1.3326700515891285e-07	0.16208344167606184	1.84179796453253	2.0458578716441016	8.559152968449972	3.0	10.133644718736951
Scramble.65	2.086276678677093	1.3768832828366842e-10	1.0042390122103708	7.166050794330434e-11	1.0039520580438208e-10	0.01690202684733217	9.405266707749444e-07	3.293123598303141e-05	3.107451589807194	2.0	1.6762421670108254
Scramble.66	1.035453853167652	2.9620266180803066e-08	9.382337106953658e-09	1.1027980652688667e-11	0.9992122183661063	0.031128410381716307	0.13635871991674015	1.598323922810552e-05	2.2021692240850745	2.0	1.3764065762846907
Scramble.67	1.6155889898362377	3.836404826745023e-06	5.416117108087783e-05	7.096862375750586e-15	7.137563374491945e-09	0.7673333487903718	8.452231937747369e-05	4.458488761230269e-06	2.3830693241482264	2.0	1.132766758323713
Scramble.68	1.1594247271061415	3.4583376838678256e-12	0.000608538957806891	2.7837674750856985e-14	1.3213063314353967e-06	0.00024165344375603331	0.0005407716455818847	0.1501176424200189	1.3109346548831229	1.0	0.22447779180937139
Scramble.69	2.5205443755274417	2.0425822477282923e-06	0.001263206701720322	5.433583557625617e-10	0.001260351868398262	0.019968752082876164	0.001211765358015964	2.594267134774007e-05	2.544276437335406	1.0	0.05742325119774866
Scramble.70	1.9987951112084872	1.128347525769169e-06	4.1147370849194236e-11	2.540219966459724e-07	1.0385241752197705e-11	0.0022130712769670305	8.977972637860609e-05	0.19191798186984008	2.193017326502728	1.0	0.3905752531125392
Scramble.71	1.0471283238514866	0.6651314324651628	1.5384969657865202	0.4200131210244987	8.755046491617053e-10	0.9758284027322638	0.02195024978334439	0.0018179562773790485	4.67036645279616	4.0	5.985724563841578
Scramble.72	2.996453789576446	4.487868796414195e-07	0.7452957447114031	5.25193887020869e-09	2.346341720684112e-07	0.004348245180907978	1.3680838232462113e-05	0.001936298762127474	3.7480484477421077	2.0	1.5979448007266641
Scramble.73	1.9578791393148163	0.00020341855394243247	0.0013177873416664633	0.9363168856736186	1.1183294507785392e-06	0.29346879784966234	0.0001700384928641923	0.04182749366798309	3.231184679224004	2.0	2.2957624859849277
Scramble.74	3.489615755123551	3.4265297458026775e-05	0.9265355253914485	2.6348463444794856e-15	2.4744610650856204e-10	0.8554963809427052	0.1589667810562842	1.245997297360583e-08	5.430648720518869	3.0	4.696237847797286
Scramble.75	1.5380504660924201	0.01106865701232874	1.6828817841044047e-10	2.1730079186490705e-11	2.705298208733205e-09	0.041577738139139606	0.0569965529897296	0.0011102690222705369	1.6488036861512052	1.0	0.20581580165220867
Scramble.76	2.0567957469577816	4.0320738345910005e-09	5.482175513711634e-10	1.2941866733101174e-10	0.00026698239666506817	0.5628434807842789	0.1680595270128854	0.00044687844896526416	2.7884126203102864	2.0	1.412182570995265
Scramble.77	2.706774457286885	1.0725869239212935e-08	6.846175998486567e-05	3.1906766281655164e-11	9.522802398641289e-05	0.0029452944493064295	0.018333050872191118	0.0001888342623865511	2.728405337412516	1.0	0.0542001625761799
Scramble.78	1.98181822068526	5.2055510404431124e-05	1.323143771351354e-07	9.740548913688436e-05	0.00026696581735518183	0.04012611225941523	5.880268492880929e-06	0.0002621873161759339	2.0226289596606177	1.0	0.08649291367768853
Scramble.79	3.0843044479211636	0.0025562388619751837	0.00022091455132971052	3.5992877714271864e-11	3.6148733841509455e-09	0.15734256635296232	9.072637133623127e-05	5.838874328074399e-06	3.2445207365839615	1.0	0.4069427238573967
Scramble.80	2.4021630458152328	2.938677779276918e-10	3.1963546391594244e-07	1.4531086484180871e-11	4.8028477431052193e-11	0.09088749799431442	0.0007649330005938976	2.7496237519693125e-05	2.4938432930395518	1.0	0.21056712178367046
Scramble.81	1.0382659158718814	0.08472588733399726	0.0013896328694296262	3.295179509848995e-10	1.7792970790393988e-08	0.449530277955881	4.706041075164112e-06	8.158430650995886e-06	1.5739245966254043	1.0	0.7022978564754296
Scramble.82	0.9392506232621595	1.4302889907476292e-08	1.0501538024073166e-06	1.840828739137213e-12	0.9867852753757441	0.0017699527827167987	6.633934286802082e-06	2.3038281980507293e-07	1.92781378019626	2.0	0.9501679454589135
Scramble.83	1.4619564975852535	0.10622657768030366	6.042665814681935e-10	3.8769687207505903e-13	0.0012829920078910792	0.8976168319951795	0.0004736280974390307	0.007360320164572707	2.474916848135294	2.0	1.4609433292191722
Scramble.84	0.28694094318324737	1.1248442716450339e-11	0.9561301177920725	3.099241029122198e-14	1.6922202551050059e-13	0.00534528519242631	5.832098105754094e-07	0.0015140784391435198	1.249931007828149	1.0	0.36436108369486875
Scramble.85	1.702693198102767	8.665166579245336e-05	8.209230480589982e-06	8.232181004545146e-09	0.9993070400215398	0.016030994824230274	0.012916836847462613	0.008158996029959434	2.7392019349544134	2.0	1.5270375748224412
Scramble.86	1.3743414700108865	4.2686973951279943e-10	5.855206592987947e-05	1.1667087385577666e-10	1.007128019764478e-05	0.5650042250348383	5.358415779366352e-05	2.007617566867352e-05	1.939487979268855	2.0	0.7997054312559821
Scramble.87	1.5090852822460885	2.92717319593861e-10	1.1017801261666604	1.4971360871641394e-11	1.2443024661574953e-08	0.038836368472012266	4.871087707742437e-05	0.0013736008095818109	2.6511241013221336	2.0	1.5235198567350574
Scramble.88	1.360011963377375	0.0004345180382707144	2.250815222086002e-06	2.680006756493247e-05	1.2855135215638018e-07	0.01579465157581849	0.28201496660271286	4.177678897181146	5.835964176209462	2.0	3.9645045481884034
Scramble.89	1.3023208817672849	7.334221660340847e-07	0.0005396437038437438	6.293369053190921e-12	1.8320236201928867e-08	0.31958003404657603	2.878099900531249e-05	1.0024950999867284	2.6249651922521338	2.0	1.8702150222256495
Scramble.90	2.6953299361856105	6.795213573956512e-06	4.499075879132612e-09	1.8793130528521098e-10	1.80543661274215e-08	0.020650194106181834	0.0003696021459674075	0.0007359180447514702	2.7170924684374587	1.0	0.05432600299288759
Scramble.91	1.577480190310524	1.2315078219551113e-09	7.759759944065411e-09	3.179973748666595e-11	0.0025670718116191857	0.0004154445793801342	0.06875568738959698	8.672423279007984e-07	1.6492192703565156	1.0	0.132673985038132
Scramble.92	3.2002841195913123	0.35720349037637084	2.930856924458119e-09	0.010350842338386892	8.196252426741258e-07	0.504033902408844	0.0011893921495603399	0.013890737360149244	4.086953306780723	2.0	2.1813739683692326
Scramble.93	3.3917130068305115	0.014538922453195487	1.565673932422552e-05	8.619717527652048e-08	6.806652650400558e-05	0.014246527257366333	8.032644110182612e-06	0.0006279068737969255	3.421218205521984	1.0	0.08219967474615075
Scramble.94	1.6789729827597595	1.326768298147139e-05	4.924210317295966e-09	4.27530112962609e-09	2.6922114622063837e-07	0.1635812051808772	0.49221125061442683	0.003988277229889834	2.3387672618885924	1.0	1.1637418418547125
Scramble.95	3.9526506959857564	1.838809435737677e-05	2.025569681657127e-12	1.3236297313993624e-07	7.527936645378538e-06	0.2942089169607664	0.0003408004411714863	0.020810115303162516	4.268036577086858	1.0	0.867931656309018
Scramble.96	3.530223635532958	6.7952627219630135e-06	1.6977008346251126e-12	1.879313062378832e-10	1.8054376289581376e-08	0.020649378029718172	0.0003696015679623915	0.0007359301704472762	3.5519853588078134	1.0	0.0615439171849003
Scramble.97	1.0205568710755961	0.0004049395106156222	1.602746347475675e-07	2.3604106294997886e-12	0.7780507537310238	0.16875961659817515	0.001440892502292636	0.9427974756052454	2.912010709299944	3.0	2.6698149869435777
Scramble.98	2.2027033199712562	6.966538690811677e-05	0.0004767203896183181	4.868481212731135e-07	2.074656682448938e-11	1.450657771434504	9.055090937239605e-05	1.5768094122177765e-06	3.654000091769939	2.0	2.2105095499009177
Scramble.99	0.008358221667773906	0.0005202196735190484	4.088761861352769e-05	9.92622931831344e-19	1.3516454834842498e-06	0.0008017435127080829	0.00047052418771195915	0.006494357703327757	0.016687306009137766	0.0	0.00019396916372495357
Scramble.100	2.6790749558725193	0.011953733377923778	2.1596723006228535e-11	9.87455515698197e-12	6.577031730993215e-07	0.2776067335123443	5.230240425070123e-05	0.00047415017506281424	2.9691625330767453	1.0	0.6645460725008334
CRX.3	3.352073822258643	0.02256404625005069	0.00011216927786916636	6.879667449882388e-10	0.9999409744336074	0.8143784234922932	0.43351750891453117	0.36729835448332276	5.989885299798283	3.0	6.675403398924742
CRX.3_full_mutant	0.49019216347545613	7.459930523376718e-12	0.00011216927790266878	6.244085663799337e-10	0.9999409744329635	0.7979966942170269	0.4337366525549014	0.3650309815876327	3.0870096361777515	2.0	3.3656580019455937
CRX.4	1.8708203129444207	0.0004333311989088246	0.814291044328649	2.8472193746940257e-12	1.1242951100892705e-12	0.004183275029000507	1.277694169608494e-05	1.2961654790258127e-05	2.689753702101437	2.0	1.3105969555627905
CRX.4_full_mutant	0.045699957033626386	1.766120804519201e-08	0.8142929278873465	7.44236358816477e-13	1.2283380498476266e-12	0.0001009983323864887	0.0030073348351394493	9.476646078673063e-07	0.8631021834162873	1.0	0.06025620567667483
CRX.6	3.7305225294799143	1.0758208817498385e-08	1.207790018069089e-12	1.528180359504205e-11	2.5135974921137376e-05	0.9903422420201062	0.0006806791801421968	5.490770642335919e-06	4.7215760882004245	2.0	2.227075329514356
CRX.6_full_mutant	0.7039937428927207	1.0757779450020343e-08	1.009468716716627e-09	1.5281432203252514e-11	2.5135975014826657e-05	0.9759412399345537	0.13335945279299363	5.2135786348993615e-06	1.8133247969564472	2.0	1.004308187320115
CRX.8	1.5578430249340132	6.810510632119356e-05	1.2662346295221026e-07	1.4170304353312558e-14	1.4056336701158134e-07	5.051414792799153e-06	4.209735346099258e-07	1.1797589179439371e-05	1.5579286672046853	1.0	0.000161650652153325
CRX.8_full_mutant	0.6411285658457135	2.8652730473541106e-10	1.2662346921128156e-07	9.513369184643205e-15	1.3977917637937375e-07	4.722248375419209e-06	0.00017674762691380228	2.238352370264006e-06	0.6413125407625555	1.0	0.00019585938645764892
CRX.12	1.150856703987278	2.7321718995164226e-05	0.060415435826114014	9.573729683750758e-18	1.118795262150356e-09	0.15483497042452982	9.69096599477786e-06	5.8319870963693115e-06	1.3661499560288033	1.0	0.3276967690847011
CRX.12_full_mutant	0.28012224646498385	2.7321718850552175e-05	0.060415435826115776	9.573731177042121e-18	1.1187952725271103e-09	0.15483494456679098	1.25067160182745e-05	5.831987072488104e-06	0.4954182883986272	0.0	0.12498362364162358
CRX.16	1.3610536395150143	0.24304149086707566	1.0481507491980362e-10	2.2134003873106964e-10	6.373068710948196e-07	0.18247868919702745	0.0001875639926267015	0.046571616297268276	1.8333336375020386	1.0	0.800917056151093
CRX.16_full_mutant	0.3843688383408808	1.5193678859923743e-08	1.416262208244821e-10	2.213400387182016e-10	6.373069412340781e-07	0.18247868630015188	0.00018756325634688943	0.04657161628300178	0.6136073570439677	0.0	0.16315410149912643
CRX.21	3.152487317490856	1.0792666131430558e-05	1.0135859680106163e-06	1.0187273654353641e-10	0.002639758966278337	0.9990287438273561	0.03388335973048113	1.9164728854831423e-05	4.188070151097799	2.0	2.1628753798499725
CRX.21_full_mutant	0.28831270638385065	2.261062689885665e-11	1.0293164459741343e-06	1.0147672811127188e-10	0.0026397264996287045	0.8345191939500535	0.028334984942128855	3.133617368798727e-06	1.1538107748335638	1.0	0.3701640289477128
CRX.22	3.417702547877844	7.876145952536222e-08	0.003085205815220455	2.0179033824203754e-05	0.0009376873603102803	0.44229843430284244	0.06162102913807873	0.002196085601131385	3.9278612478907116	1.0	1.2798553145160434
CRX.22_full_mutant	0.7521981715789284	1.0037076816734562e-05	0.0030852064158870232	2.017903382356754e-05	0.0009376873603087959	0.44213655207849417	0.028834154450393105	0.0021933535088341396	1.2294153415034859	1.0	0.48752034198350347
CRX.30	2.1715933225826056	1.5284608620250193e-07	0.03137424541925779	0.008987861082230106	0.8228307253300409	1.0022090258670497	2.6310807323536206e-05	0.02035136474548653	4.057373008680081	3.0	3.6138897400126155
CRX.30_1_double	0.917672765159767	2.5722318647547115e-08	0.031374245426181266	0.008987861082227346	0.8228307606806281	1.005605032672127	2.628589688279082e-05	0.02035136468732548	2.806848341327458	3.0	2.428026010749785
CRX.30_2_double	1.3087811631304038	1.5284608620250195e-07	0.03137424541925779	0.008987861082473007	0.8228307252912097	1.0009351230540584	0.00012611602733454143	0.0203513649095111	3.1933867517603343	3.0	2.8541084885797163
CRX.30_full_mutant	0.2425737702374485	2.572231864754714e-08	0.03137424542289231	0.008987861082227667	0.8228307288766525	1.000699440784839	0.0003511103657576479	0.020351364683705957	2.127168547175842	2.0	1.4547048717606241
CRX.33	1.0326155239705295	3.629193077545288e-13	0.9859667467368518	1.6731463465244716e-08	3.2726033890985287e-07	0.0023286088157383916	0.022405278071459003	0.018572574129756447	2.0618890757165	2.0	1.106619793048542
CRX.33_full_mutant	0.07149283511701514	2.3148816308066383e-13	0.9859667477146137	2.56437070507021e-12	3.272603985347129e-07	0.0023286075627507474	0.022405278391606737	0.011568231456831456	1.093762027506012	1.0	0.15281902836490882
