chip_peak_id	nearby_BCOR_peak_id
CRX.2419	BCOR_1_P0_peak_1979
CRX.2419	BCOR_2_P0_peak_3359
CRX.2426	BCOR_1_P0_peak_1986
CRX.2426	BCOR_2_P0_peak_3373
CRX.2440	BCOR_1_P0_peak_2004
CRX.2440	BCOR_2_P0_peak_3398
CRX.2479	BCOR_1_P0_peak_2047
CRX.2479	BCOR_2_P0_peak_3461
CRX.2480	BCOR_1_P0_peak_2048
CRX.2480	BCOR_2_P0_peak_3462
CRX.2492	BCOR_1_P0_peak_2065
CRX.2492	BCOR_2_P0_peak_3487
CRX.2506	BCOR_1_P0_peak_2076
CRX.2506	BCOR_2_P0_peak_3506
CRX.2525	BCOR_1_P0_peak_2091
CRX.2525	BCOR_2_P0_peak_3539
CRX.2527	BCOR_1_P0_peak_2092
CRX.2527	BCOR_2_P0_peak_3540
CRX.2545	BCOR_2_P0_peak_3557
CRX.2548	BCOR_2_P0_peak_3562
CRX.2549	BCOR_1_P0_peak_2108
CRX.2549	BCOR_2_P0_peak_3563
CRX.2556	BCOR_1_P0_peak_2111
CRX.2566	BCOR_2_P0_peak_3595
CRX.2586	BCOR_2_P0_peak_3619
CRX.2598	BCOR_2_P0_peak_3649
CRX.2727	BCOR_1_P0_peak_2263
CRX.2727	BCOR_2_P0_peak_3801
CRX.2762	BCOR_1_P0_peak_2304
CRX.2762	BCOR_2_P0_peak_3873
CRX.2788	BCOR_2_P0_peak_3923
CRX.2796	BCOR_1_P0_peak_2342
CRX.2796	BCOR_2_P0_peak_3939
CRX.2823	BCOR_1_P0_peak_2355
CRX.2823	BCOR_2_P0_peak_3956
CRX.2971	BCOR_1_P0_peak_2444
CRX.2971	BCOR_2_P0_peak_4111
CRX.3008	BCOR_1_P0_peak_2480
CRX.3008	BCOR_2_P0_peak_4167
CRX.3028	BCOR_1_P0_peak_2496
CRX.3028	BCOR_2_P0_peak_4187
CRX.3043	BCOR_2_P0_peak_4221
CRX.3118	BCOR_1_P0_peak_2564
CRX.3131	BCOR_2_P0_peak_4332
CRX.3134	BCOR_2_P0_peak_4336
CRX.3157	BCOR_1_P0_peak_2597
CRX.3157	BCOR_2_P0_peak_4364
CRX.3233	BCOR_1_P0_peak_2672
CRX.3233	BCOR_2_P0_peak_4471
CRX.3238	BCOR_2_P0_peak_4481
CRX.3245	BCOR_1_P0_peak_2694
CRX.3249	BCOR_1_P0_peak_2696
CRX.3249	BCOR_2_P0_peak_4505
CRX.3284	BCOR_1_P0_peak_2724
CRX.3284	BCOR_2_P0_peak_4555
CRX.3310	BCOR_1_P0_peak_2749
CRX.3310	BCOR_2_P0_peak_4595
CRX.3315	BCOR_2_P0_peak_4606
CRX.3324	BCOR_2_P0_peak_4623
CRX.3360	BCOR_2_P0_peak_4681
CRX.3373	BCOR_1_P0_peak_2802
CRX.3373	BCOR_2_P0_peak_4698
CRX.3389	BCOR_1_P0_peak_2811
CRX.3389	BCOR_2_P0_peak_4714
CRX.3396	BCOR_1_P0_peak_2818
CRX.3396	BCOR_2_P0_peak_4721
CRX.3464	BCOR_1_P0_peak_2866
CRX.3646	BCOR_2_P0_peak_5017
CRX.3668	BCOR_1_P0_peak_3021
CRX.3668	BCOR_2_P0_peak_5054
CRX.3687	BCOR_1_P0_peak_3039
CRX.3687	BCOR_2_P0_peak_5078
CRX.3690	BCOR_2_P0_peak_5079
CRX.3738	BCOR_2_P0_peak_5154
CRX.3792	BCOR_2_P0_peak_5258
CRX.3800	BCOR_1_P0_peak_3125
CRX.3800	BCOR_2_P0_peak_5265
CRX.3806	BCOR_2_P0_peak_5271
CRX.3807	BCOR_1_P0_peak_3135
CRX.3807	BCOR_2_P0_peak_5274
CRX.3830	BCOR_2_P0_peak_5312
CRX.3858	BCOR_2_P0_peak_5363
CRX.3912	BCOR_1_P0_peak_3249
CRX.3912	BCOR_2_P0_peak_5450
CRX.3934	BCOR_2_P0_peak_5492
CRX.3953	BCOR_1_P0_peak_3296
CRX.3953	BCOR_2_P0_peak_5521
CRX.3986	BCOR_2_P0_peak_5606
CRX.3990	BCOR_1_P0_peak_3350
CRX.3990	BCOR_2_P0_peak_5621
CRX.4009	BCOR_2_P0_peak_5647
CRX.4066	BCOR_1_P0_peak_3403
CRX.4066	BCOR_2_P0_peak_5725
CRX.4069	BCOR_1_P0_peak_3404
CRX.4079	BCOR_1_P0_peak_3405
CRX.4079	BCOR_2_P0_peak_5734
CRX.4080	BCOR_1_P0_peak_3405
CRX.4080	BCOR_2_P0_peak_5734
CRX.4107	BCOR_2_P0_peak_5802
CRX.4110	BCOR_1_P0_peak_3453
CRX.4110	BCOR_2_P0_peak_5805
CRX.4135	BCOR_1_P0_peak_3480
CRX.4135	BCOR_2_P0_peak_5848
CRX.4163	BCOR_2_P0_peak_5912
CRX.4210	BCOR_1_P0_peak_3557
CRX.4210	BCOR_2_P0_peak_5975
CRX.4216	BCOR_2_P0_peak_5980
CRX.4250	BCOR_1_P0_peak_3596
CRX.4250	BCOR_2_P0_peak_6036
CRX.4285	BCOR_2_P0_peak_6077
CRX.4306	BCOR_1_P0_peak_3628
CRX.4306	BCOR_2_P0_peak_6087
CRX.4335	BCOR_1_P0_peak_3652
CRX.4335	BCOR_2_P0_peak_6119
CRX.4339	BCOR_2_P0_peak_6127
CRX.4415	BCOR_1_P0_peak_3743
CRX.4415	BCOR_2_P0_peak_6258
CRX.4417	BCOR_1_P0_peak_3744
CRX.4417	BCOR_2_P0_peak_6259
CRX.4418	BCOR_2_P0_peak_6262
CRX.4430	BCOR_1_P0_peak_3754
CRX.4430	BCOR_2_P0_peak_6275
CRX.4432	BCOR_1_P0_peak_3755
CRX.4432	BCOR_2_P0_peak_6276
CRX.4440	BCOR_1_P0_peak_3766
CRX.4440	BCOR_2_P0_peak_6291
CRX.4457	BCOR_1_P0_peak_3775
CRX.4457	BCOR_2_P0_peak_6308
CRX.4459	BCOR_2_P0_peak_6318
CRX.4496	BCOR_1_P0_peak_3813
CRX.4496	BCOR_2_P0_peak_6377
CRX.4518	BCOR_2_P0_peak_6402
CRX.4541	BCOR_1_P0_peak_3850
CRX.4541	BCOR_2_P0_peak_6430
CRX.4550	BCOR_2_P0_peak_6435
CRX.4583	BCOR_2_P0_peak_6488
CRX.4588	BCOR_2_P0_peak_6490
CRX.4589	BCOR_1_P0_peak_3887
CRX.4589	BCOR_2_P0_peak_6490
CRX.4597	BCOR_2_P0_peak_6496
CRX.4652	BCOR_1_P0_peak_3953
CRX.4652	BCOR_2_P0_peak_6606
CRX.4657	BCOR_1_P0_peak_3961
CRX.4657	BCOR_2_P0_peak_6616
CRX.4678	BCOR_1_P0_peak_3972
CRX.4678	BCOR_2_P0_peak_6636
CRX.4681	BCOR_1_P0_peak_3973
CRX.4681	BCOR_2_P0_peak_6637
CRX.4717	BCOR_1_P0_peak_4017
CRX.4717	BCOR_2_P0_peak_6700
CRX.4735	BCOR_1_P0_peak_4031
CRX.4735	BCOR_2_P0_peak_6718
CRX.4740	BCOR_1_P0_peak_4034
CRX.4740	BCOR_2_P0_peak_6722
CRX.4755	BCOR_1_P0_peak_4045
CRX.4755	BCOR_2_P0_peak_6739
CRX.4756	BCOR_1_P0_peak_4046
CRX.4756	BCOR_2_P0_peak_6740
CRX.4766	BCOR_1_P0_peak_4061
CRX.4766	BCOR_2_P0_peak_6766
CRX.4788	BCOR_2_P0_peak_6784
CRX.4813	BCOR_2_P0_peak_6812
CRX.4856	BCOR_2_P0_peak_6902
CRX.4864	BCOR_1_P0_peak_4134
CRX.4864	BCOR_2_P0_peak_6907
CRX.4866	BCOR_1_P0_peak_4137
CRX.4866	BCOR_2_P0_peak_6917
CRX.4869	BCOR_2_P0_peak_6919
CRX.4870	BCOR_1_P0_peak_4139
CRX.4870	BCOR_2_P0_peak_6920
CRX.4921	BCOR_1_P0_peak_4191
CRX.4921	BCOR_2_P0_peak_7010
CRX.4923	BCOR_1_P0_peak_4194
CRX.4923	BCOR_2_P0_peak_7013
CRX.4956	BCOR_1_P0_peak_4227
CRX.4956	BCOR_2_P0_peak_7063
CRX.4978	BCOR_1_P0_peak_4237
CRX.4994	BCOR_1_P0_peak_4249
CRX.4994	BCOR_2_P0_peak_7105
CRX.5004	BCOR_1_P0_peak_4256
CRX.5004	BCOR_2_P0_peak_7112
CRX.5005	BCOR_1_P0_peak_4257
CRX.5005	BCOR_2_P0_peak_7114
CRX.5050	BCOR_1_P0_peak_4284
CRX.5050	BCOR_2_P0_peak_7160
CRX.5056	BCOR_2_P0_peak_7170
CRX.5057	BCOR_2_P0_peak_7172
CRX.5058	BCOR_1_P0_peak_4290
CRX.5058	BCOR_2_P0_peak_7173
CRX.5064	BCOR_1_P0_peak_4297
CRX.5064	BCOR_2_P0_peak_7185
CRX.5068	BCOR_2_P0_peak_7193
CRX.5071	BCOR_2_P0_peak_7195
CRX.5099	BCOR_1_P0_peak_4314
CRX.5099	BCOR_2_P0_peak_7214
CRX.5112	BCOR_1_P0_peak_4320
CRX.5112	BCOR_2_P0_peak_7223
CRX.5119	BCOR_1_P0_peak_4323
CRX.5119	BCOR_2_P0_peak_7228
CRX.5125	BCOR_1_P0_peak_4328
CRX.5125	BCOR_2_P0_peak_7232
CRX.5143	BCOR_1_P0_peak_4350
CRX.5143	BCOR_2_P0_peak_7264
CRX.5152	BCOR_1_P0_peak_4352
CRX.5152	BCOR_2_P0_peak_7267
CRX.5163	BCOR_1_P0_peak_4364
CRX.5163	BCOR_2_P0_peak_7283
CRX.5173	BCOR_1_P0_peak_4385
CRX.5187	BCOR_1_P0_peak_4391
CRX.5187	BCOR_2_P0_peak_7317
CRX.5196	BCOR_1_P0_peak_4400
CRX.5196	BCOR_2_P0_peak_7332
CRX.5231	BCOR_1_P0_peak_4442
CRX.5231	BCOR_2_P0_peak_7390
CRX.5232	BCOR_1_P0_peak_4443
CRX.5232	BCOR_2_P0_peak_7393
CRX.5239	BCOR_2_P0_peak_7404
CRX.5257	BCOR_2_P0_peak_7424
CRX.5260	BCOR_1_P0_peak_4462
CRX.5260	BCOR_2_P0_peak_7436
CRX.5266	BCOR_1_P0_peak_4468
CRX.5266	BCOR_2_P0_peak_7445
CRX.5321	BCOR_1_P0_peak_4527
CRX.5456	BCOR_1_P0_peak_4615
CRX.5456	BCOR_2_P0_peak_7686
CRX.5460	BCOR_1_P0_peak_4621
CRX.5460	BCOR_2_P0_peak_7691
CRX.5484	BCOR_2_P0_peak_7724
CRX.5560	BCOR_1_P0_peak_4724
CRX.5560	BCOR_2_P0_peak_7841
CRX.5597	BCOR_2_P0_peak_7887
CRX.5611	BCOR_1_P0_peak_4756
CRX.5617	BCOR_2_P0_peak_7906
CRX.5644	BCOR_2_P0_peak_7947
CRX.5671	BCOR_2_P0_peak_8000
CRX.5734	BCOR_1_P0_peak_4888
CRX.5734	BCOR_2_P0_peak_8115
CRX.5737	BCOR_1_P0_peak_4893
CRX.5737	BCOR_2_P0_peak_8122
CRX.5745	BCOR_1_P0_peak_4899
CRX.5745	BCOR_2_P0_peak_8131
CRX.5758	BCOR_1_P0_peak_4911
CRX.5758	BCOR_2_P0_peak_8149
CRX.5768	BCOR_1_P0_peak_4918
CRX.5768	BCOR_2_P0_peak_8160
CRX.5782	BCOR_1_P0_peak_4929
CRX.5782	BCOR_2_P0_peak_8179
CRX.5790	BCOR_1_P0_peak_4938
CRX.5790	BCOR_2_P0_peak_8192
CRX.5809	BCOR_2_P0_peak_8206
CRX.5820	BCOR_1_P0_peak_4957
CRX.5820	BCOR_2_P0_peak_8229
CRX.5835	BCOR_2_P0_peak_8269
CRX.5852	BCOR_2_P0_peak_8308
CRX.5874	BCOR_2_P0_peak_8339
CRX.5884	BCOR_1_P0_peak_5023
CRX.5884	BCOR_2_P0_peak_8348
CRX.5887	BCOR_1_P0_peak_5024
CRX.5887	BCOR_2_P0_peak_8351
CRX.5912	BCOR_1_P0_peak_5033
CRX.5912	BCOR_2_P0_peak_8367
CRX.5929	BCOR_2_P0_peak_8393
CRX.6002	BCOR_2_P0_peak_8443
CRX.6066	BCOR_2_P0_peak_8515
CRX.6078	BCOR_1_P0_peak_5132
CRX.6078	BCOR_2_P0_peak_8533
CRX.6156	BCOR_1_P0_peak_5186
CRX.6156	BCOR_2_P0_peak_8618
CRX.6198	BCOR_2_P0_peak_8690
CRX.6203	BCOR_1_P0_peak_5248
CRX.6203	BCOR_2_P0_peak_8699
CRX.6213	BCOR_1_P0_peak_5253
CRX.6213	BCOR_2_P0_peak_8708
CRX.6223	BCOR_1_P0_peak_5263
CRX.6223	BCOR_2_P0_peak_8721
CRX.6290	BCOR_2_P0_peak_8854
CRX.6299	BCOR_2_P0_peak_8872
CRX.6316	BCOR_1_P0_peak_5377
CRX.6319	BCOR_1_P0_peak_5383
CRX.6319	BCOR_2_P0_peak_8918
